product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color
Willenburg Upholstered Bed (Yellow),Furniture,450,0,547,Ashley Furniture,8.25 out of 10,433,4.27.2020,red
Air Fryer XXL (Black),Kitchen,299,0,360,Philips,9.2 out of 10,306,4.13.2023,black
"Beats Studio3 (Wired, Black)",Headphones,349.95,92,622,Apple,8.75 out of 10,503,2.27.2021,red
"Fresh Foam 1080 (Yellow, EU 46)",Shoes,160,470,667,New Balance,,524,7.24.2020,yellow
Pax Wardrobe (Black),Furniture,350,0,217,IKEA,8.5 out of 10,182,11.1.2022,black
Duo Plus (Orange),Kitchen,129.95,100,446,Instant Pot,9.25 out of 10,356,5.8.2025,orange
"Court Victory Skirt (Orange, XS)",Clothing,55,0,666,Nike,8.75 out of 10,543,8.29.2024,orange
"6-Series R648 (8K) (75"", Orange frame)",TVs,2999,406,23,TCL,8.25 out of 10,18,11.25.2020,orange
"ThinkPad X1 Yoga (4th Gen) (128GB, Yellow)",Laptops,900,0,294,Lenovo,8.5 out of 10,224,12.12.2024,yellow
Surface Mobile Mouse (Gray),Mice,34.99,0,289,Microsoft,8.2 out of 10,225,12.19.2022,gray
Star Wars Millennium Falcon (75192) (Purple),Toys,849.99,0,358,LEGO,9.7 out of 10,292,8.12.2021,purple
Hot Wheels 20-Car Pack (White),Toys,21.99,104,887,Mattel,8.5 out of 10,709,8.18.2020,white
5-Speed Classic Blender (Brown),Kitchen,99.99,478,106,KitchenAid,8.75 out of 10,88,8.8.2024,brown
"HD 450BT (Wireless, White)",Headphones,150,269,286,Sennheiser,8.5 out of 10,237,4.28.2021,white
"QuietComfort 35 II (Wired, Gray)",Headphones,249,364,648,Bose,9.1 out of 10,524,10.19.2020,red
Duo 7-in-1 (Purple),Kitchen,99.99,0,738,Instant Pot,9.2 out of 10,584,9.7.2023,purple
Ionic (Red),Watches,250,54,961,Fitbit,8.5 out of 10,777,10.26.2025,red
Duo Evo Plus (Brown),Kitchen,129.99,64,908,Instant Pot,9.2 out of 10,724,4.13.2021,brown
"QLED Q80A (75"", Brown frame)",TVs,2199.99,13,811,Samsung,8.75 out of 10,653,8.28.2022,brown
"Bravia X90J (65"", Blue frame)",TVs,1399,358,994,Sony,8.75 out of 10,798,9.2.2020,blue
"65PUS8504 (65"", Gray frame)",TVs,1200,0,362,Philips,8.4 out of 10,292,7.30.2025,gray
"Bravia X80J (50"", Purple frame)",TVs,649.99,90,308,Sony,8.5 out of 10,242,3.10.2020,purple
"ThinkPad X1 Yoga (4th Gen) (64GB, Brown)",Laptops,2400,124,616,Lenovo,no value,483,8.2.2024,brown
"Blazer Mid '77 (Brown, EU 42)",Shoes,105,0,235,Nike,8.76 out of 10,177,9.3.2025,brown
"iPad Pro 11 (2020) (256GB, Red)",Tablets,899,476,197,Apple,9.5 out of 10,160,11.24.2021,red
Noguchi Table (Red),Furniture,1995,454,547,Herman Miller,9.25 out of 10,446,6.30.2024,red
"iPad (2017) (64GB, Yellow)",Tablets,400,12,322,Apple,8.5 out of 10,264,3.14.2022,yellow
Air Fryer AF101 (Yellow),Kitchen,119.99,325,538,Ninja,9.2 out of 10,434,4.7.2022,yellow
G512 Carbon (White),Keyboards,99.99,131,55,Logitech,8.75 out of 10,44,3.31.2022,white
K63 Wireless (Green),Keyboards,99.99,26,713,Corsair,8.5 out of 10,575,5.12.2021,green
Cold Brew Coffee Maker (Yellow),Kitchen,99.99,0,322,KitchenAid,8.45 out of 10,248,4.30.2025,yellow
"ThinkPad X12 Detachable (128GB, White)",Tablets,1099,375,616,Lenovo,8.5 out of 10,485,5.17.2020,white
"Elite 65t (Wireless, Yellow)",Headphones,99.99,311,764,Jabra,8.5 out of 10,611,5.25.2020,yellow
"Tab M10 FHD Plus (512GB, Green)",Tablets,299,262,69,Lenovo,8.2 out of 10,50,8.22.2020,green
Orchard Hills TV Stand (Yellow),Furniture,150,0,412,Sauder,7.85 out of 10,338,6.9.2023,yellow
"WF-1000XM4 (Wireless, Purple)",Headphones,279.99,146,930,Sony,9.2 out of 10,753,4.20.2021,purple
"QN90A Neo QLED (65"", Yellow frame)",TVs,1799,0,78,Samsung,8.75 out of 10,63,7.10.2022,yellow
Willenburg Upholstered Bed (Red),Furniture,450,207,545,Ashley Furniture,8.2 out of 10,429,5.6.2020,red
,Mice,49.99,274,388,Apple,7.5 out of 10,315,5.25.2022,black
Draycoll Recliner (Gray),Furniture,499.99,331,670,Ashley Furniture,8.25 out of 10,550,3.17.2024,gray
"WF-1000XM3 (Wireless, Purple)",Headphones,199,192,936,Sony,8.75 out of 10,744,12.6.2023,purple
"Galaxy Note20 (1TB, Yellow)",Smartphones,1299,0,759,Samsung,9 out of 10,588,11.25.2025,yellow
Surface Mobile Mouse (Yellow),Mice,35,0,246,Microsoft,8.25 out of 10,209,9.11.2023,yellow
"7T (1TB, Blue)",Smartphones,649,0,796,OnePlus,8.5 out of 10,631,11.20.2020,blue
"WH-1000XM4 (Wired, White)",Headphones,299.99,386,353,Sony,,282,3.29.2021,red
"MDR-1AM2 (Wired, White)",Headphones,299.99,0,488,Sony,8.65 out of 10,383,4.23.2024,red
"QuietComfort 25 (Wired, Gray)",Headphones,129,0,813,Bose,8.75 out of 10,649,1.1.2025,red
"IdeaPad Duet 3 (64GB, Yellow)",Tablets,300,296,187,Lenovo,8.5 out of 10,150,6.13.2020,yellow
"P20 Pro (256GB, Gray)",Smartphones,450,220,991,Huawei,8.2 out of 10,790,1.20.2021,gray
Xbox 360 (Green),Gaming Consoles,100,208,769,Microsoft,7.5 out of 10,615,6.6.2021,green
Soup Maker (Purple),Kitchen,129.99,0,582,Philips,8.5 out of 10,480,1.21.2021,purple
"Clyde (White, EU 46)",Shoes,120,302,531,Puma,8.75 out of 10,397,1.19.2024,white
PSP (Black),Gaming Consoles,150,425,148,Sony,8.5 out of 10,123,8.11.2024,black
"Pleated Skirt (Purple, S)",Clothing,29.99,266,713,H&M,8.4 out of 10,603,4.26.2022,purple
Versa 3 (Red),Watches,229.95,0,609,Fitbit,8.5 out of 10,478,11.11.2025,red
"Mi 9 (256GB, Purple)",Smartphones,399,0,270,Xiaomi,8.5 out of 10,216,5.29.2021,purple
Galaxy Watch (Red),Watches,349.99,243,13,Samsung,8.6 out of 10,13,10.11.2020,red
"QuietComfort 25 (Wireless, Yellow)",Headphones,299,0,807,Bose,8.75 out of 10,638,7.15.2020,yellow
"Pro HyperWarm Top (Gray, S)",Clothing,65,0,383,Nike,8.5 out of 10,310,6.11.2024,gray
"Air Force 1 (Green, EU 42)",Shoes,110,0,67,Nike,8.75 out of 10,56,2.18.2023,green
"Elite 85t (Wireless, Brown)",Headphones,229.99,0,236,Jabra,8.75 out of 10,179,5.12.2024,brown
Spiralizer Attachment (White),Kitchen,79.99,0,969,KitchenAid,8.75 out of 10,739,6.24.2021,white
Hemnes TV Bench (Gray),Furniture,199,284,242,IKEA,no value,202,7.22.2020,gray
Mamba Elite (Yellow),Mice,89.99,50,149,Razer,8.75 out of 10,116,1.8.2021,yellow
"Yoga Smart Tab (64GB, White)",Tablets,240,487,884,Lenovo,8.5 out of 10,689,12.30.2020,white
"505 Regular Jeans (Orange, XL)",Clothing,69.5,0,317,Levi's,8.75 out of 10,240,2.6.2021,orange
"ThinkPad T14 (1TB, Gray)",Laptops,1450,0,203,Lenovo,8.75 out of 10,163,8.4.2024,gray
Watch Series 4 (Green),Watches,399,289,245,Apple,8.75 out of 10,193,9.9.2021,green
"IdeaPad 5 (128GB, Purple)",Laptops,600,0,177,Lenovo,8.5 out of 10,143,11.11.2022,purple
G915 Lightspeed (Black),Keyboards,229.99,115,308,Logitech,9.2 out of 10,254,6.20.2020,black
"QuietComfort 25 (Wireless, Black)",Headphones,199,0,350,Bose,8.75 out of 10,268,12.15.2024,black
DeathStalker V2 (Green),Keyboards,199.99,0,977,Razer,8.5 out of 10,779,3.13.2023,green
Aeron Chair (Orange),Furniture,1495,2,637,Herman Miller,9.2 out of 10,508,12.15.2023,orange
"Tab M10 FHD Plus (1TB, Yellow)",Tablets,450,439,560,Lenovo,8.2 out of 10,433,2.18.2022,yellow
Marathon M705 (Green),Mice,49.99,303,158,Logitech,9.25 out of 10,133,9.30.2024,green
"Bravia Z9F (43"", Black frame)",TVs,1199.99,321,681,Sony,8.5 out of 10,549,9.9.2022,black
"SoundLink Around-Ear II (Wired, Green)",Headphones,129.95,217,81,Bose,8.75 out of 10,61,10.15.2025,red
M720 Triathlon (Red),Mice,49.99,0,230,Logitech,8.75 out of 10,182,9.10.2020,red
BCI600XL Smart Scoop (White),Kitchen,399.95,0,356,Breville,8.75 out of 10,293,11.22.2020,white
"MediaPad M6 (64GB, Purple)",Tablets,250,120,322,Huawei,7.5 out of 10,256,1.10.2020,purple
"Mate 30 (1TB, Red)",Smartphones,1200,477,381,Huawei,8.25 out of 10,318,8.7.2023,red
"Alienware m15 R3 (1TB, Brown)",Laptops,1800,101,530,Dell,8.5 out of 10,424,7.22.2022,brown
"G5 15 (512GB, Blue)",Laptops,1100,269,644,Dell,8.5 out of 10,524,11.24.2025,blue
"Pavilion 15 (1TB, Yellow)",Laptops,649,0,516,HP,8.2 out of 10,421,11.4.2023,yellow
"Launch SW 7"" Shorts (Green, XL)",Clothing,35,155,546,Under Armour,8.75 out of 10,442,8.16.2023,green
"MacBook Pro 16 (2021) (512GB, Gray)",Laptops,2499,402,968,Apple,9.25 out of 10,788,4.22.2020,gray
5-Shelf Bookcase (Red),Furniture,120,411,844,Sauder,8.5 out of 10,672,3.19.2020,red
"721 High Rise Skinny (Orange, M)",Clothing,89.5,94,199,Levi's,7.8 out of 10,166,11.2.2021,orange
"Manchester United Home Jersey (Gray, XXL)",Clothing,100,151,789,Adidas,7.8 out of 10,639,10.24.2022,gray
"QuietComfort Earbuds (Wired, Black)",Headphones,199,0,673,Bose,8.75 out of 10,544,5.26.2020,red
"UHD UN7300 (75"", Red frame)",TVs,1199,6,473,LG,8.45 out of 10,385,7.19.2025,red
Wade Logan Dining Table (Red),Furniture,450,381,269,Wayfair,8.5 out of 10,212,12.6.2020,red
"Pavilion 14 (1TB, Orange)",Laptops,750,386,93,HP,8.2 out of 10,69,4.30.2022,orange
Pro Mouse (Red),Mice,99,112,657,Apple,8.75 out of 10,536,11.17.2025,red
"Condivo 20 Training Top (Yellow, S)",Clothing,50,321,399,Adidas,8.75 out of 10,320,1.10.2024,yellow
Clue (Blue),Toys,19.99,0,829,Hasbro,8.5 out of 10,657,5.29.2024,blue
"Gazelle (White, EU 40)",Shoes,100,206,429,Adidas,8.75 out of 10,359,2.27.2025,white
"Puffer Jacket (White, XL)",Clothing,79.99,0,932,H&M,8.5 out of 10,745,10.7.2023,white
K70 Pro Mini Wireless (Brown),Keyboards,180,274,355,Corsair,8.75 out of 10,288,10.28.2024,brown
"55R635 (65"", Yellow frame)",TVs,699,0,975,TCL,8.75 out of 10,780,8.6.2025,yellow
7800 (Yellow),Gaming Consoles,49.99,410,338,Atari,7.5 out of 10,276,9.5.2022,yellow
KSB1570ER 5-Speed Blender (Gray),Kitchen,99.99,0,288,KitchenAid,8.75 out of 10,237,5.3.2023,gray
"OLED A1 (75"", Green frame)",TVs,2200,443,45,LG,8.75 out of 10,34,9.8.2020,green
"TU8000 (55"", Orange frame)",TVs,450,175,397,Samsung,8.25 out of 10,315,7.16.2022,orange
"OLED CX (65"", Purple frame)",TVs,2000,133,302,LG,9.2 out of 10,237,11.8.2024,purple
"Surface Book 3 (128GB, Brown)",Tablets,1399,41,171,Microsoft,8.5 out of 10,143,11.1.2021,brown
"RU7100 (43"", Yellow frame)",TVs,299.99,368,974,Samsung,8.5 out of 10,790,3.9.2022,yellow
Lack Coffee Table (Orange),Furniture,29.99,374,404,IKEA,no value,328,11.20.2021,orange
Precision Brewer (Yellow),Kitchen,349.95,30,971,Breville,8.75 out of 10,776,3.1.2024,yellow
Mercury Row Merwin TV Stand (Gray),Furniture,250,0,767,Wayfair,8.3 out of 10,621,4.27.2023,gray
"996 (Green, EU 42)",Shoes,130,0,798,New Balance,8.75 out of 10,644,8.20.2023,green
"Samba Jersey (Brown, S)",Clothing,55,0,971,Adidas,8.5 out of 10,795,10.26.2021,brown
"iPhone 11 (1TB, Yellow)",Smartphones,1099,0,697,Apple,8.5 out of 10,565,1.30.2021,yellow
"501 Original Jeans (Yellow, S)",Clothing,69.99,0,45,Levi's,8.7 out of 10,32,4.4.2024,yellow
Watch SE (Black),Watches,279,231,15,Apple,8.5 out of 10,12,1.10.2022,black
Strafe RGB MK.2 (Orange),Keyboards,150,216,709,Corsair,8.75 out of 10,575,4.13.2025,orange
Draycoll Recliner (Green),Furniture,450,290,702,Ashley Furniture,7.8 out of 10,561,7.14.2025,green
Apex 100 (White),Keyboards,39.99,328,740,SteelSeries,7.8 out of 10,565,3.19.2023,white
"HD 599 (Wired, Orange)",Headphones,199,119,653,Sennheiser,9.2 out of 10,529,6.4.2020,red
North Avenue Desk (Green),Furniture,225,0,742,Sauder,8.5 out of 10,609,5.19.2025,green
"iPad (2017) (128GB, Orange)",Tablets,449,169,126,Apple,8.5 out of 10,96,12.24.2022,orange
G-Shock Rangeman (Purple),Watches,330,342,464,Casio,8.75 out of 10,370,5.23.2021,purple
Watch Series 6 (Black),Watches,399,0,662,Apple,9.25 out of 10,520,12.14.2022,black
Three Posts Reistville Panel Bed (White),Furniture,350,0,820,Wayfair,8.2 out of 10,660,8.2.2023,white
"MacBook Air (2017) (128GB, Purple)",Laptops,450,0,565,Apple,8.5 out of 10,450,11.23.2023,purple
Ebern Designs Convertible Sofa (Brown),Furniture,399.99,208,659,Wayfair,7.8 out of 10,525,3.2.2020,brown
Baby's First Blocks (White),Toys,10.99,0,304,Fisher-Price,9.3 out of 10,233,4.19.2023,white
ST (Blue),Gaming Consoles,49.99,166,521,Atari,7.5 out of 10,404,12.26.2025,blue
MX Master (Green),Mice,99.99,0,63,Logitech,9.2 out of 10,51,6.5.2020,green
Verus Chair (Brown),Furniture,995,132,454,Herman Miller,8.75 out of 10,348,3.31.2023,brown
Kinect (Brown),Gaming Consoles,79.99,498,773,Microsoft,7.85 out of 10,606,4.14.2024,brown
Zipcode Design Desk (Orange),Furniture,150,340,974,Wayfair,8.2 out of 10,778,7.29.2022,orange
"Surface Pro 9 (128GB, Brown)",Tablets,899,0,899,Microsoft,8.75 out of 10,716,8.18.2020,brown
"ROG Zephyrus G14 (1TB, Red)",Laptops,1699,0,374,Asus,8.75 out of 10,293,8.14.2022,red
"WF-1000XM4 (Wired, Blue)",Headphones,280,416,452,Sony,8.75 out of 10,375,1.29.2024,red
"SB Icon Hoodie (Yellow, L)",Clothing,70,455,426,Nike,8.75 out of 10,340,6.10.2025,yellow
G-Shock GA2100 (Gray),Watches,99,291,400,Casio,8.75 out of 10,330,6.29.2020,gray
Rival 110 (Brown),Mice,35,383,670,SteelSeries,8.5 out of 10,545,10.25.2020,brown
"UHD UN7300 (43"", Green frame)",TVs,379,128,623,LG,8.75 out of 10,509,1.28.2021,green
"Elite 75t (Wired, Purple)",Headphones,119.99,0,742,Jabra,8.45 out of 10,588,12.28.2025,red
Prime Wireless (Green),Mice,140,95,757,SteelSeries,8.75 out of 10,616,12.29.2021,green
"Surface Pro X (512GB, Green)",Tablets,1499,0,514,Microsoft,8.75 out of 10,400,3.19.2024,green
"QLED Q80A (75"", Red frame)",TVs,2499,out of stock,7,Samsung,8.75 out of 10,6,1.15.2022,red
G502 HERO (Brown),Mice,49.99,183,233,Logitech,9.25 out of 10,188,1.11.2025,brown
"Galaxy Note20 (512GB, Red)",Smartphones,999,360,673,Samsung,8.75 out of 10,544,11.15.2022,red
K68 RGB (Brown),Keyboards,109.99,186,626,Corsair,8.75 out of 10,520,3.20.2023,brown
Master Prep Professional (Green),Kitchen,59.99,21,15,Ninja,8.75 out of 10,13,6.22.2022,green
"QN85A Neo QLED (43"", Green frame)",TVs,1099,479,27,Samsung,9.25 out of 10,24,7.9.2025,green
"Galaxy S7 (256GB, White)",Smartphones,350,455,798,Samsung,8 out of 10,640,12.22.2025,white
"992 (Gray, EU 42)",Shoes,185,17,972,New Balance,8.7 out of 10,797,6.17.2023,gray
Bakugan Battle Arena (Red),Toys,19.99,387,640,Spin Master,8.25 out of 10,521,2.15.2020,red
"3-Stripes Track Jacket (Blue, XXL)",Clothing,75,23,907,Adidas,8.5 out of 10,726,8.30.2024,blue
"ROG Zephyrus G14 (64GB, White)",Laptops,2200,117,701,Asus,,573,2.20.2025,white
"Mate 30 (64GB, Gray)",Smartphones,450,392,175,Huawei,8.25 out of 10,139,8.25.2020,gray
F-91W (Red),Watches,19.99,42,896,Casio,8.25 out of 10,719,8.18.2023,red
Aerox 3 Wireless (Gray),Mice,99.99,302,823,SteelSeries,8.75 out of 10,661,4.23.2020,gray
Designer Compact Keyboard (Purple),Keyboards,89.99,117,915,Microsoft,8.4 out of 10,746,6.22.2020,purple
Malm Bed Frame (Red),Furniture,249,0,579,IKEA,8.3 out of 10,484,11.22.2024,red
"Launch SW 7"" Shorts (Purple, M)",Clothing,35,240,766,Under Armour,8.75 out of 10,598,5.3.2024,purple
5200 (Blue),Gaming Consoles,49.99,0,995,Atari,7.8 out of 10,792,3.6.2020,blue
Rainforest Jumperoo (Gray),Toys,119.99,182,446,Fisher-Price,9.3 out of 10,368,10.6.2025,gray
Havalance Coffee Table (Brown),Furniture,300,0,265,Ashley Furniture,8.5 out of 10,206,10.10.2024,brown
"MacBook Pro 16 (2021) (1TB, Purple)",Laptops,2699,357,216,Apple,,165,12.26.2025,purple
"Mi 9 (64GB, Gray)",Smartphones,200,0,456,Xiaomi,8.5 out of 10,375,11.30.2021,gray
PlayStation 4 (Green),Gaming Consoles,299,0,700,Sony,8.75 out of 10,561,3.10.2021,green
"Air Zoom Pegasus 38 (Brown, EU 39)",Shoes,120,118,916,Nike,8.75 out of 10,726,3.18.2023,brown
"Adizero Adios Pro (Black, EU 39)",Shoes,220,243,397,Adidas,8.75 out of 10,322,9.2.2025,black
"5-Series S546 (43"", Black frame)",TVs,329.99,28,355,TCL,8.45 out of 10,293,7.31.2023,black
"55PUS8804 (43"", Purple frame)",TVs,700,0,583,Philips,8.20 out of 10,477,8.27.2021,purple
"Inspiron 15 3000 (1TB, Gray)",Laptops,450,441,180,Dell,7.5 out of 10,137,1.23.2024,gray
"Galaxy Tab A8 (64GB, White)",Tablets,230,136,356,Samsung,8.5 out of 10,293,5.20.2023,white
M720 Triathlon (Yellow),Mice,39.99,281,98,Logitech,8.75 out of 10,78,5.16.2023,yellow
"5 (128GB, Yellow)",Smartphones,349,412,214,OnePlus,8.7 out of 10,168,7.24.2023,yellow
"Slim Fit Suit Pants (White, XS)",Clothing,39.99,334,483,H&M,7.85 out of 10,382,8.24.2025,white
Wade Logan Dining Table (Orange),Furniture,450,0,706,Wayfair,8.25 out of 10,540,3.27.2023,orange
PlayStation 1 (Yellow),Gaming Consoles,30,0,156,Sony,8.5 out of 10,122,7.12.2020,yellow
Rival 600 (Black),Mice,79.99,54,558,SteelSeries,8.6 out of 10,460,1.30.2024,black
"11T (512GB, Black)",Smartphones,550,out of stock,421,Xiaomi,8.5 out of 10,337,8.13.2022,black
"iPhone 12 (256GB, Silver)",Smartphones,749,115,3596,Apple,8.75 out of 10,2908,10.29.2022,silver
Bjursta Extendable Table (Blue),Furniture,299,173,286,IKEA,8.75 out of 10,229,10.6.2022,blue
"Yoga Tab 13 (256GB, White)",Tablets,699,0,524,Lenovo,8.5 out of 10,426,11.11.2024,white
Harry Potter Hogwarts Castle (71043) (Yellow),Toys,469.99,0,573,LEGO,9.5 out of 10,459,1.8.2024,yellow
"iPhone 11 (512GB, Green)",Smartphones,799,out of stock,168,Apple,8.7 out of 10,139,12.23.2020,green
Connect 4 (Blue),Toys,15.99,52,711,Hasbro,8.75 out of 10,585,3.1.2025,blue
"Yoga Tab 13 (128GB, Red)",Tablets,399,0,520,Lenovo,8.5 out of 10,422,10.5.2021,red
"Club C 85 (Purple, EU 38)",Shoes,75,432,196,Reebok,8.5 out of 10,160,12.20.2020,purple
"Galaxy Note20 (128GB, Purple)",Smartphones,749,419,576,Samsung,8.5 out of 10,475,11.16.2022,purple
"Yoga Smart Tab (512GB, Orange)",Tablets,349.99,320,751,Lenovo,8.25 out of 10,612,8.10.2025,orange
Galaxy Watch Active2 (Purple),Watches,249.99,69,789,Samsung,8.5 out of 10,622,9.21.2020,purple
Laugh & Learn Smart Stages Puppy (Green),Toys,24.99,0,224,Fisher-Price,8.75 out of 10,174,4.30.2023,green
Xbox 360 Arcade (White),Gaming Consoles,150,0,25,Microsoft,7.5 out of 10,21,1.15.2021,white
"P40 (1TB, Blue)",Smartphones,699,219,198,Huawei,8.75 out of 10,152,2.18.2023,blue
"Galaxy Tab S8 (64GB, Gray)",Tablets,699.99,0,731,Samsung,8.75 out of 10,590,11.3.2022,gray
G-Shock Mudmaster (Purple),Watches,320,0,472,Casio,8.75 out of 10,383,4.30.2021,purple
BlackWidow Lite (Blue),Keyboards,89.99,0,180,Razer,8.5 out of 10,142,10.6.2025,blue
Viva Collection Juicer (Black),Kitchen,120,0,984,Philips,8.5 out of 10,782,4.20.2022,black
5-Shelf Bookcase (Purple),Furniture,129.99,170,721,Sauder,8.2 out of 10,585,12.19.2024,purple
"NMD R1 (Green, EU 39)",Shoes,130,218,975,Adidas,8.6 out of 10,807,3.14.2020,green
"Sleepbuds II (Wireless, Brown)",Headphones,249,200,68,Bose,8.75 out of 10,60,8.30.2022,brown
"Momentum 3 Wireless (Wireless, White)",Headphones,349.95,356,858,Sennheiser,8.75 out of 10,704,8.12.2024,white
Transformers Bumblebee (Yellow),Toys,24.99,459,501,Hasbro,8.5 out of 10,421,7.15.2022,yellow
"React Infinity Run (Red, EU 46)",Shoes,160,0,915,Nike,8.75 out of 10,725,4.23.2020,red
"Elite 65t (Wireless, Red)",Headphones,119.99,0,92,Jabra,8.75 out of 10,78,8.2.2021,red
"CX 400BT (Wired, Purple)",Headphones,,164,257,Sennheiser,8.50 out of 10,208,11.28.2023,red
"NanoCell 80 (65"", Red frame)",TVs,1099,176,610,LG,8.2 out of 10,478,2.5.2025,red
Wireless Mobile Mouse 1850 (Red),Mice,14.99,0,723,Microsoft,,581,1.8.2023,red
"Tab P11 Pro (1TB, Black)",Tablets,800,0,815,Lenovo,8.5 out of 10,673,7.27.2025,black
"Slim Fit Suit Pants (Orange, L)",Clothing,49.99,0,689,H&M,7.85 out of 10,531,5.1.2023,orange
"Dunk Low (Green, EU 38)",Shoes,110,426,426,Nike,8.75 out of 10,355,4.26.2020,green
Mirra 2 Chair (White),Furniture,1495,411,234,Herman Miller,9.3 out of 10,192,3.19.2022,white
"CX 400BT (Wired, White)",Headphones,99.95,0,847,Sennheiser,8.5 out of 10,684,3.13.2025,red
"9 (64GB, Brown)",Smartphones,450,81,164,OnePlus,8.2 out of 10,131,4.20.2020,brown
"Disc Blaze (Brown, EU 42)",Shoes,120,262,757,Puma,8.75 out of 10,611,7.13.2022,brown
"Elite 85t (Wired, Orange)",Headphones,180,270,653,Jabra,8.75 out of 10,545,9.21.2024,red
"P20 (128GB, Purple)",Smartphones,350,210,10,Huawei,8 out of 10,8,9.3.2022,purple
Ideas Tree House (21318) (Brown),Toys,199.99,0,244,LEGO,9 out of 10,182,8.4.2020,brown
Noguchi Table (Green),Furniture,1995,0,871,Herman Miller,9.25 out of 10,688,4.25.2022,green
Baby Learning Table (Brown),Toys,49.99,0,1,Fisher-Price,8.75 out of 10,1,12.16.2023,brown
"70PUS6724 (43"", Blue frame)",TVs,450,0,1000,Philips,7.8 out of 10,798,11.3.2024,blue
"721 High Rise Skinny (Red, XS)",Clothing,89.5,465,757,Levi's,8.75 out of 10,598,10.27.2022,red
"Stan Smith (Black, EU 46)",Shoes,100,185,83,Adidas,8.75 out of 10,65,9.25.2021,black
Beginnings TV Stand (Yellow),Furniture,100,0,9,Sauder,7.5 out of 10,8,2.13.2025,yellow
G Pro Wireless (Purple),Mice,129.99,0,905,Logitech,9.2 out of 10,718,9.4.2025,purple
Apex 3 (Gray),Keyboards,49.99,0,643,SteelSeries,8.75 out of 10,520,3.21.2025,gray
"Gazelle (Green, EU 38)",Shoes,100,150,319,Adidas,8.75 out of 10,246,9.22.2021,green
"TUF Gaming A15 (1TB, Red)",Laptops,1199,257,480,Asus,8.5 out of 10,384,9.19.2020,red
"Surface Book 3 (64GB, Brown)",Tablets,2299,0,648,Microsoft,8.5 out of 10,516,12.11.2022,brown
Sculpt Comfort Mouse (Green),Mice,29.99,0,1,Microsoft,8.75 out of 10,1,12.14.2025,green
Classic Hand Mixer (Yellow),Kitchen,59.99,489,351,KitchenAid,9.25 out of 10,287,3.23.2024,yellow
"AirPods Pro (1st generation) (Wired, Blue)",Headphones,199,0,876,Apple,,710,3.11.2023,red
"55S535 (43"", White frame)",TVs,299.99,246,521,TCL,8.5 out of 10,410,9.7.2022,white
"6 (512GB, White)",Smartphones,699,233,53,OnePlus,8.75 out of 10,42,8.27.2020,white
"Ignite Limitless (Brown, EU 39)",Shoes,120,0,960,Puma,8.5 out of 10,789,1.5.2021,brown
Instinct (Green),Watches,299.99,154,149,Garmin,8.5 out of 10,121,8.13.2023,green
Porter Panel Bed (Yellow),Furniture,350,330,489,Ashley Furniture,8.25 out of 10,384,6.22.2021,yellow
"React Infinity Run (Brown, EU 40)",Shoes,160,0,961,Nike,8.75 out of 10,785,8.28.2024,brown
"Dunk Low (Gray, EU 40)",Shoes,110,165,137,Nike,8.75 out of 10,111,7.20.2021,gray
"Mate 30 (1TB, White)",Smartphones,849,492,265,Huawei,8.25 out of 10,209,10.13.2023,white
"iPad (2020) (512GB, Gray)",Tablets,1099,0,292,Apple,8.5 out of 10,237,2.13.2023,gray
"505 Regular Jeans (Gray, L)",Clothing,69.5,0,436,Levi's,8.75 out of 10,359,2.25.2025,gray
"The Frame LS03T (65"", Blue frame)",TVs,1999,0,477,Samsung,8.75 out of 10,380,3.7.2025,blue
"75R635 (43"", Purple frame)",TVs,449.99,139,557,TCL,8.65 out of 10,419,1.29.2022,purple
Caper Chair (Blue),Furniture,295,0,781,Herman Miller,8.75 out of 10,619,5.13.2022,blue
"MediaPad M5 (64GB, Brown)",Tablets,299,355,853,Huawei,8.25 out of 10,682,1.9.2022,brown
"UHD UN7300 (55"", Brown frame)",TVs,499,0,53,LG,8.5 out of 10,42,5.14.2020,brown
"Pro Tights (Brown, M)",Clothing,60,218,868,Nike,8.75 out of 10,674,1.14.2025,brown
"G3 15 (128GB, Yellow)",Laptops,899,0,244,Dell,7.8 out of 10,196,7.22.2022,yellow
Eames Lounge Chair (Brown),Furniture,7595,19,727,Herman Miller,9.45 out of 10,583,3.16.2024,brown
"Nano X (White, EU 42)",Shoes,120,310,922,Reebok,8.5 out of 10,730,7.23.2025,white
Xbox One S (Black),Gaming Consoles,299,452,892,Microsoft,8.5 out of 10,694,12.21.2020,black
"ZBook Firefly 14 (64GB, Yellow)",Laptops,1800,37,172,HP,8.5 out of 10,137,6.30.2025,yellow
ST (Yellow),Gaming Consoles,49.99,0,165,Atari,7.5 out of 10,134,5.8.2023,yellow
"Ignite Limitless (White, EU 39)",Shoes,110,209,828,Puma,8.25 out of 10,677,10.27.2020,white
Venu 2 (Yellow),Watches,399.99,0,125,Garmin,8.75 out of 10,99,4.10.2022,yellow
"XPS 13 (9360) (256GB, Blue)",Laptops,900,87,184,Dell,8.5 out of 10,145,7.26.2024,blue
"Real Madrid Home Jersey (Gray, XL)",Clothing,100,271,531,Adidas,8.75 out of 10,423,3.7.2020,gray
Monopoly Board Game (Blue),Toys,19.99,440,57,Hasbro,8.45 out of 10,42,3.7.2021,blue
